"text","risk_level","clause_type","one_sided","jurisdiction","contract_type","notes"
"In accordance with industry practice, the Contractor shall indemnify and hold harmless the Employer against all claims, losses and liabilities arising out of or in connection with the Works, whether or not caused by the Contractor's negligence.","high","indemnity","true","UK","JCT","Indemnity without negligence requirement effectively makes contractor an insurer for all site events."
"In accordance with industry practice, the Contractor shall retain title to all temporary works and equipment on site until paid in full; the Employer acknowledges no lien or right of retention over such items.","opportunity","payment","true","UK","JCT","Romalpa-style retention of title clause; protects contractor's plant and equipment on employer insolvency."
"The Defects Liability Period for roofing works shall be 5 years from Practical Completion.","medium","warranty","false","ZW","bespoke","Extended DLP for specialist trade; common on roofing and waterproofing."
"Notwithstanding any other provision, where the Project Manager gives an instruction changing the Scope after the Contract Date, all additional Defined Cost and time is recoverable as a compensation event.","opportunity","variation","false","UK","NEC4","Full cost and time recovery on scope change CE; standard NEC4 protection."
"SECTION 7: INSURANCE","neutral","administrative","false","ZW","bespoke","Insurance section heading."
"Without limiting the generality of the foregoing, no interim payment shall be due to the Contractor until the Employer has received and verified the Contractor's application; the Employer shall have 60 days to make such verification.","high","payment","true","UK","JCT","Verification period far exceeds HGCRA requirements; effectively extends payment cycle to 75+ days."
"Notwithstanding any other provision, the Project Manager may instruct a change to the Scope and the change is a compensation event.","medium","variation","false","UK","NEC4","Standard CE for scope change; balanced provision."
"In accordance with industry practice, where the Contract Sum is denominated in USD, all payments shall be made in USD or at the parallel market rate, whichever is more favourable to the Contractor.","opportunity","payment","true","ZW","bespoke","Parallel market rate protection; significant financial benefit for contractor in multi-currency Zimbabwe environment."
"The parties agree that the Contractor shall not make any claim for loss and expense arising from delay to the Works unless a detailed programme showing critical path analysis is submitted with the claim.","high","delay","true","UK","JCT","Critical path programme as condition precedent to loss and expense; places impossible evidential burden on contractor."
"The Sub-Contractor hereby appoints the person nominated in Annexure 'A' as the representative on Site directly responsible for all work on the Site until further notice.","low","administrative","false","ZW","bespoke",""
"In accordance with industry practice, the Employer shall pay the amounts certified by the Engineer in accordance with the Contract.","low","payment","false","ZW","FIDIC","Employer's fundamental payment obligation; standard."
"In accordance with industry practice, the Contractor shall implement and maintain an HIV/AIDS awareness programme for all site workers throughout the duration of the Works.","medium","regulatory","false","ZW","bespoke","HIV/AIDS programme obligation; standard on large Zimbabwe infrastructure contracts."
"ANNEXURE C: PERFORMANCE BOND FORM","neutral","administrative","false","ZW","bespoke","Performance bond form heading."
"It is hereby agreed that the Contractor is to submit revised programmes whenever the Project Manager instructs, or when the Contractor chooses.","medium","delay","false","UK","NEC4","Programme updating obligation; reasonable and standard."
"The parties agree that on termination by the Contractor for Employer default, the Contractor shall be entitled to recover its costs, loss of profit on the remaining Works, and reasonable demobilisation costs.","opportunity","termination","false","UK","JCT","Full termination entitlement for contractor on employer default; standard JCT 8.9 protection."
"The Employer shall make an Advance Payment of 20% of the Accepted Contract Amount within 21 days of receipt of the Performance Security.","medium","payment","false","ZW","FIDIC","FIDIC advance payment at 10%; standard and contractor-supportive."
"'Engineer' means the person appointed by the Employer to act as the Engineer for the purposes of the Contract, as named in the Contract Data.","neutral","administrative","false","ZW","FIDIC","Standard FIDIC engineer definition."
"'Defined Cost' means the amounts calculated by applying the Schedule of Cost Components or Shorter Schedule of Cost Components.","neutral","administrative","false","UK","NEC4","Standard NEC4 cost definition."
"In accordance with industry practice, an amount due is calculated at each assessment date by the Project Manager and Contractor jointly, or by the Project Manager alone if the Contractor does not attend.","medium","payment","false","UK","NEC4","Joint assessment preferred; PM can proceed alone if contractor absent."
"Subject to the terms of this Contract, the Contractor accepts all risk of currency fluctuation throughout the Contract Period; no adjustment mechanism applies to the Contract Sum in respect of exchange rate movements.","high","payment","true","UK","JCT","Full currency risk transferred to contractor in long-duration international projects."
"The Contractor shall give a Notice of Claim as soon as practicable and in any event within 21 days of the event or circumstance first arising.","medium","delay","false","ZW","FIDIC","28-day CE notification obligation; standard FIDIC time bar."
"'Architect' means the person named as such in the Contract Particulars or any replacement appointed by the Employer.","neutral","administrative","false","UK","JCT","Standard definition; identifies key contract administrator."
"SECTION 4 – TESTING AND DEFECTS","neutral","administrative","false","UK","NEC4","NEC4 section heading."
"In accordance with industry practice, the Contractor shall not be entitled to any additional payment for compliance with any new law, regulation or standard enacted after the Contract Date.","high","regulatory","true","ZW","bespoke","Full post-contract regulatory risk on contractor; particularly dangerous in Zimbabwe's evolving regulatory environment."
"GENERAL CONDITIONS OF CONTRACT","neutral","administrative","false","ZW","bespoke","Document heading."
"Subject to the terms of this Contract, hyperinflationary conditions that render the Contract commercially impossible to perform shall constitute a force majeure event.","opportunity","force_majeure","false","ZW","bespoke","Hyperinflation as FM event; Zimbabwe-specific protection for contractor."
"Notwithstanding any other provision, the Contractor shall submit a final account within 90 days of Practical Completion.","low","administrative","false","ZW","bespoke","Final account submission obligation; standard."
"ANNEXURE A: CONTRACT DATA","neutral","administrative","false","ZW","bespoke","Contract data annexure heading."
"The Contractor shall execute the Works in accordance with the Contract and the Engineer's instructions.","low","administrative","false","ZW","FIDIC","Fundamental contractor obligation; standard."
"It is hereby agreed that where practical completion is delayed, the Employer may call upon the performance bond in full without proving loss.","high","administrative","true","UK","JCT","On-demand bond call without proof of loss; contractor's bond is vulnerable to abuse."
"In accordance with industry practice, the Contractor shall not make any claim for loss and expense arising from delay to the Works unless a detailed programme showing critical path analysis is submitted with the claim.","high","delay","true","UK","JCT","Critical path programme as condition precedent to loss and expense; places impossible evidential burden on contractor."
"Without limiting the generality of the foregoing, the Project Manager is to act as stated in this Contract and in a spirit of mutual trust and co-operation.","low","administrative","false","UK","NEC4","PM duty of mutual trust; mirrors contractor obligation."
"The restriction shall not apply to any information which at the time of the disclosure was already in the public domain.","low","administrative","false","ZW","bespoke",""
"The Contractor shall provide a retention bond and a performance bond each equal to 20% of the Contract Price, totalling 20% of the Contract Price, within 7 days of award.","high","administrative","true","ZW","bespoke","Excessive bonding requirement of 20% combined; significant liquidity burden on contractor."
"SECTION 5: PROGRAMME AND COMPLETION","neutral","administrative","false","ZW","bespoke","Programme section heading."
"It is hereby agreed that the Contractor shall be entitled to payment of interest at a rate of 5% above the RBZ overnight lending rate on all overdue amounts calculated from the due date.","opportunity","payment","false","ZW","bespoke","Interest on late payment tied to RBZ rate; commercially reasonable and common on Zimbabwe contracts."
"It is hereby agreed that either party shall give 14 days' written notice of any change in address for service of notices.","low","administrative","false","ZW","bespoke","Notice address update obligation; administrative."
"For the avoidance of doubt, where the Engineer fails to respond within the period for reply, the Contractor may treat the absence of response as approval of the communication.","opportunity","variation","true","ZW","FIDIC","Deemed approval on engineer inaction; contractor can proceed on basis of non-response."
"It is hereby agreed that either Party may terminate the Contractor's obligation to Provide the Works if the other Party has committed a reason stated in this Contract.","low","termination","false","UK","NEC4","Standard mutual termination for cause; balanced."
"When any document of a technical nature is issued to the Contractor, evidence of the prior approval by the Subcontractor himself shall be apparent on the document itself.","low","administrative","false","ZW","bespoke",""
"The parties agree that the Contractor shall provide copies of all required insurances to the Employer within 7 days of request.","low","indemnity","false","UK","JCT","Standard insurance evidence obligation; reasonable timescale."
"SIGNED for and on behalf of THE CONTRACTOR by a duly authorised representative:","neutral","administrative","false","ZW","bespoke","Execution signature block."
"'Accepted Contract Amount' means the amount accepted in the Letter of Acceptance for the execution and completion of the Works and the remedying of any defects.","neutral","administrative","false","ZW","FIDIC","Standard FIDIC definition."
"Subject to the terms of this Contract, the Contractor accepts all risk for errors in the Scope or Works Information provided by the Employer and shall not be entitled to any adjustment of the Prices or Completion Date.","high","variation","true","UK","NEC4","Employer's scope errors become contractor's risk; contrary to CE 60.1(1)."
"'Accepted Contract Amount' means the amount accepted in the Letter of Acceptance for the execution and completion of the Works and the remedying of any defects.","neutral","administrative","false","ZW","FIDIC","Standard FIDIC definition."
"CLAUSE 8 – COMMENCEMENT, DELAYS AND SUSPENSION","neutral","administrative","false","ZW","FIDIC","FIDIC section heading."
"The parties agree that the Contractor shall implement and maintain an HIV/AIDS awareness programme for all site workers throughout the duration of the Works.","medium","regulatory","false","ZW","bespoke","HIV/AIDS programme obligation; standard on large Zimbabwe infrastructure contracts."
"SECTION 3: SCOPE OF WORKS","neutral","administrative","false","ZW","bespoke","Scope section heading."
"Notwithstanding any other provision, the Employer may withhold payment of any amount due pending resolution of any dispute, without serving a pay less notice.","high","payment","true","UK","NEC4","Payment withholding without pay less notice undermines NEC4's payment transparency mechanisms."
"AGREEMENT","neutral","administrative","false","ZW","bespoke","Contract heading."
"GENERAL CONDITIONS OF CONTRACT","neutral","administrative","false","ZW","bespoke","Document heading."
"It is hereby agreed that all disputes shall be resolved by a sole arbitrator appointed by the Employer; the Employer's selection shall be final and not subject to challenge.","high","dispute","true","ZW","bespoke","Employer-appointed sole arbitrator; fundamentally compromises independence of arbitration."
"The Contractor shall attend progress meetings at such intervals as the Employer's Agent may reasonably require.","low","administrative","false","UK","JCT","Standard meeting obligation; reasonable frequency qualifier protects contractor."
"For the avoidance of doubt, the Contractor shall bear all costs of independent testing regardless of the test results; no cost recovery applies where tests confirm compliance.","high","variation","true","ZW","bespoke","All testing costs on contractor; creates financial disincentive to test and verify compliance."
"Notwithstanding any other provision, payment applications must be submitted in the prescribed format using the Employer's software system; applications in any other format shall not constitute valid applications.","high","payment","true","UK","JCT","Format condition precedent on payment applications; employer can reject valid applications on technical grounds."
"In accordance with industry practice, all Contractor's Equipment brought to Site shall be deemed to be exclusively intended for use on the Works and shall not be removed without the Engineer's consent.","high","payment","true","ZW","FIDIC","Deemed vesting of contractor's equipment; exposes contractor to loss on employer insolvency."
"SPECIAL CONDITIONS OF CONTRACT","neutral","administrative","false","ZW","bespoke","Document heading; modifications to general conditions."
"'Works Information' means information which specifies and describes the works or states any constraint on how the Contractor Provides the Works.","neutral","administrative","false","UK","NEC4","Standard NEC4 definition."
"The parties agree that the Contractor is entitled to a compensation event where a physical condition encountered is one which an experienced contractor would have judged at the Contract Date to have a small chance of occurring.","opportunity","site_conditions","false","UK","NEC4","Unforeseeable ground conditions CE; standard NEC4 60.1(12) protection."
"The Contractor shall give a Notice of Claim as soon as practicable and in any event within 14 days of the event or circumstance first arising.","medium","delay","false","ZW","FIDIC","28-day CE notification obligation; standard FIDIC time bar."
"Notwithstanding any other provision, the Contractor's share of savings achieved below the Target Cost shall be calculated at 50% of the underspend.","opportunity","payment","false","UK","NEC4","50% gainshare on Option C target; significant upside for efficient contractor."
"ANNEXURE B: CONSTRUCTION PROGRAMME","neutral","administrative","false","ZW","bespoke","Programme annexure heading."
"Without limiting the generality of the foregoing, the Contractor accepts the risk of legal changes to the law of any country applicable to the Contractor's work and no compensation event arises from change in law.","high","regulatory","true","UK","NEC4","Change-in-law risk transferred to contractor; contrary to standard NEC4 CE 60.1(18)."
"The parties agree that the Employer may withhold any amount due to the Contractor pending settlement of any claim by the Employer, whether or not such claim is disputed or related to the current Works.","high","payment","true","ZW","bespoke","Unrestricted withholding right; allows employer to use unrelated claims to delay payment indefinitely."
"For the avoidance of doubt, any defect that recurs within 12 months of rectification shall be treated as a new defect with a fresh 12-month rectification warranty.","high","warranty","true","UK","JCT","Rolling warranty on recurring defects; creates perpetual exposure for systemic defects."
"In accordance with industry practice, extensions of Time shall be granted for Exceptional Events and other matters set out in Sub-Clause 8.5.","medium","delay","false","ZW","FIDIC","Standard FIDIC EOT provision covering listed relief events."
"The Contractor is to submit the first assessment of the amount due no later than the first assessment date.","medium","payment","false","UK","NEC4","Application submission obligation; standard NEC4."
"The parties agree that all Intellectual Property created during the Works shall vest exclusively in the Employer upon creation without further payment to the Contractor.","high","variation","true","UK","JCT","IP assignment without compensation; contractor loses rights to proprietary methods and designs."
"'Defects Notification Period' means the period for notifying defects in the Works or a Section as stated in the Contract Data.","neutral","administrative","false","ZW","FIDIC","Standard FIDIC DNP definition."
"It is hereby agreed that no payment shall be made for materials off-site unless the Contractor provides proof of insurance, vesting certificate and list of materials.","medium","payment","false","UK","JCT","Off-site materials payment conditions; reasonable certification requirements."
"In accordance with industry practice, the seat of arbitration shall be Harare, Zimbabwe; the arbitrator shall have authority to grant interim relief.","low","dispute","false","ZW","bespoke","Harare-seated arbitration; appropriate for Zimbabwe construction disputes."
"'Contract Price' means the sum stated in the Letter of Acceptance, subject to adjustment in accordance with this Contract.","neutral","administrative","false","ZW","bespoke","Standard contract price definition."
"Notwithstanding any other provision, the parties confirm that this Contract constitutes the entire agreement between them in respect of the Works and supersedes all prior negotiations.","low","administrative","false","UK","JCT","Entire agreement clause; standard contract formation provision."
"To the extent that the Contractor may, in any interim payment certificate, levy contra-charges against the Sub-Contractor, which contra-charges shall include, inter alia, cleaning, rectification works, and remedial work, as effected by the Contractor, and/or third parties, on behalf of the Contractor, the Sub-Contractor shall have ten (10) Working Days, after receipt of the relevant interim payment certificate, reflecting such contra-charges, to dispute the correctness or otherwise of the contra-charges, failing which the Sub-Contractor shall be deemed to have accepted the contra-charges as correctly and fairly levied, by the Contractor, against the Sub-Contractor.","high","payment","true","ZW","bespoke","Clause creates significant risk for subcontractor; one-sided in favour of contractor/employer."
"Without limiting the generality of the foregoing, the final account shall be settled within 180 days of the issue of the Defects Certificate; any disputed items shall be referred to adjudication.","medium","payment","false","UK","JCT","180-day final account settlement with adjudication backstop; reasonable overall."
"SECTION 2 – THE CONTRACTOR'S MAIN RESPONSIBILITIES","neutral","administrative","false","UK","NEC4","NEC4 section heading."
"Without limiting the generality of the foregoing, the Contractor provides services and facilities listed in the Scope at the times and for the periods stated.","medium","administrative","false","UK","NEC4","Service provision obligation; scope-dependent risk."
"In accordance with industry practice, all Contractor's Equipment brought to Site shall be deemed to be exclusively intended for use on the Works and shall not be removed without the Engineer's consent.","high","payment","true","ZW","FIDIC","Deemed vesting of contractor's equipment; exposes contractor to loss on employer insolvency."
"For the avoidance of doubt, the Contractor's liability for latent defects shall survive the Defects Certificate and continue for 6 years from the date of Practical Completion.","medium","warranty","false","UK","JCT","Latent defect liability period; standard under Limitation Act 1980."
"SECTION 5: PROGRAMME AND COMPLETION","neutral","administrative","false","ZW","bespoke","Programme section heading."
"Any provision of this Contract found to be void or unenforceable shall be severed without affecting the remaining provisions.","neutral","administrative","false","UK","JCT","Severability clause; standard boilerplate."
"Our aggregate liability under this agreement is limited to the sum of (amount).","low","payment","false","ZW","bespoke",""
"The parties agree that the Contractor shall submit a detailed construction programme within 14 days of the Date of Possession and shall update it monthly or following any significant change.","medium","delay","false","UK","JCT","Programme obligation is standard; failure to comply may affect EOT entitlement."
"The parties agree that the Employer's obligation to provide information on time is a condition precedent to the Contractor's obligation to maintain the programme; late information shall entitle the Contractor to an extension of time.","opportunity","delay","false","UK","JCT","Information provision as condition precedent; strong protection where employer delays drawings or instructions."
"It is hereby agreed that the Contractor shall keep a daily site diary recording weather conditions, labour strength, materials received and work carried out.","low","administrative","false","ZW","bespoke","Site record-keeping obligation; standard practice."
"For the avoidance of doubt, the Employer's Representative shall have authority to issue instructions on behalf of the Employer in all matters relating to the administration of this Contract.","low","administrative","false","ZW","bespoke","Defines employer's representative authority; standard."
"Notwithstanding any other provision, the Contractor shall not be entitled to a compensation event where the Contractor failed to give early warning of the matter which caused the event.","high","delay","true","UK","NEC4","Loss of CE entitlement for failure to give early warning; strict application has harsh financial effect."
"SECTION 8 – TERMINATION","neutral","administrative","false","UK","JCT","Contract section heading."
"Subject to the terms of this Contract, the Contractor is to provide the Project Manager with information which the Project Manager needs in order to issue a certificate.","medium","administrative","false","UK","NEC4","Information provision obligation; standard."
"For the avoidance of doubt, the Contractor shall submit a detailed construction programme within 14 days of the Date of Possession and shall update it monthly or following any significant change.","medium","delay","false","UK","JCT","Programme obligation is standard; failure to comply may affect EOT entitlement."
"SIGNED for and on behalf of THE CONTRACTOR by a duly authorised representative:","neutral","administrative","false","ZW","bespoke","Execution signature block."
"The parties agree that the risk register is issued to the Contractor at the starting date.","low","administrative","false","UK","NEC4","Risk register provision; promotes transparent risk management."
"Subject to the terms of this Contract, the Contractor shall retain title to all temporary works and equipment on site until paid in full; the Employer acknowledges no lien or right of retention over such items.","opportunity","payment","true","UK","JCT","Romalpa-style retention of title clause; protects contractor's plant and equipment on employer insolvency."
"The Contractor shall provide a performance bond in the sum of 12.5% of the Contract Sum within 14 days of execution of the Contract.","medium","administrative","false","UK","JCT","Performance bond at 10% is at the higher end; bond cost is a contractor risk."
"For the avoidance of doubt, all disputes shall be resolved by a sole arbitrator appointed by the Employer; the Employer's selection shall be final and not subject to challenge.","high","dispute","true","ZW","bespoke","Employer-appointed sole arbitrator; fundamentally compromises independence of arbitration."
"'Base Date' means the date 42 days before the latest date for submission of the Tender.","neutral","administrative","false","ZW","FIDIC","Standard FIDIC Base Date definition; triggers change-in-law risk allocation."
"Without limiting the generality of the foregoing, the parties confirm that this Contract constitutes the entire agreement between them in respect of the Works and supersedes all prior negotiations.","low","administrative","false","UK","JCT","Entire agreement clause; standard contract formation provision."
"CORE CLAUSES","neutral","administrative","false","UK","NEC4","NEC4 structural heading."
"'Compensation Event' means an event which entitles the Contractor to changes to the Prices and Completion Date.","neutral","administrative","false","UK","NEC4","Standard NEC4 compensation event definition."
"CLAUSE 2 – THE EMPLOYER","neutral","administrative","false","ZW","FIDIC","FIDIC section heading."
"In accordance with industry practice, the Contractor shall be entitled to a pre-agreed sum for demobilisation costs payable on Practical Completion.","opportunity","payment","false","ZW","bespoke","Express demobilisation payment; reduces contractor's post-completion financial exposure."
"Notwithstanding any other provision, the Contractor shall be entitled to apply for interim payment on a monthly basis throughout the Contract Period.","low","payment","false","UK","JCT","Monthly interim payment right; standard cash flow provision."
"'Accepted Contract Amount' means the amount accepted in the Letter of Acceptance for the execution and completion of the Works and the remedying of any defects.","neutral","administrative","false","ZW","FIDIC","Standard FIDIC definition."
"The parties agree that the Contractor shall comply with all applicable laws and regulations in carrying out the Works.","low","regulatory","false","UK","JCT","General compliance obligation; standard and uncontroversial."
"The Engineer's determination of any claim shall be final and binding unless challenged by a DAAB decision within 14 days.","high","dispute","true","ZW","FIDIC","Short DAAB challenge window; practical difficulty in convening DAAB within 28 days in Zimbabwe."
"Without limiting the generality of the foregoing, any defect that recurs within 12 months of rectification shall be treated as a new defect with a fresh 12-month rectification warranty.","high","warranty","true","UK","JCT","Rolling warranty on recurring defects; creates perpetual exposure for systemic defects."
"Without limiting the generality of the foregoing, the Project Manager may change the Scope to accept a Defect.","low","warranty","false","UK","NEC4","Scope change to accept defect with compensation adjustment; balanced."
"The parties agree that where the Employer fails to give possession of the Site on the Date of Possession, such failure shall be a Relevant Matter entitling the Contractor to loss and expense.","low","delay","false","UK","JCT","Contractor protected for employer's failure to give possession."
"The Sub-Contractor acknowledges that in the event of any such variation, no additional compensation whatsoever shall be payable to the Sub-Contractor.","high","payment","true","ZW","bespoke","Clause creates significant risk for subcontractor; one-sided in favour of contractor/employer."
"It is hereby agreed that the Contractor shall keep and maintain proper books of account relating to the Works and shall make them available for inspection by the Employer's Quantity Surveyor on 48 hours' notice.","medium","payment","false","UK","JCT","Open-book accounting obligation; some administrative burden but not unusual."
"Subject to the terms of this Contract, the Employer may suspend the Works for any reason for up to 60 days without this constituting a termination; during suspension the Contractor shall stand down without payment.","high","payment","true","ZW","bespoke","Unpaid suspension right; contractor bears standing costs during employer-requested suspension."
"The parties agree that the Employer may reduce the scope of Works by up to 75% without giving reasons and without any adjustment to the Contract Price for preliminaries or overheads.","high","variation","true","ZW","bespoke","75% omission right without overhead recovery; contractor's fixed costs entirely at employer's risk."
"SECTION 10: TERMINATION","neutral","administrative","false","ZW","bespoke","Termination section heading."
"SECTION 4: CONTRACT PRICE AND PAYMENT","neutral","administrative","false","ZW","bespoke","Payment section heading."
"Notwithstanding any other provision, payment applications shall be submitted by the Contractor on the 25th of each month; the Employer's Quantity Surveyor shall certify within 14 days and payment shall be made within 30 days of certification.","medium","payment","false","ZW","bespoke","Payment cycle of approximately 44 days; acceptable but on the longer side for Zimbabwe market."
"Without limiting the generality of the foregoing, the Contractor is to give an early warning of any matter which could increase the total Defined Cost, delay Completion or impair performance of the works in use.","medium","delay","false","UK","NEC4","EW obligation is core NEC4 requirement; failure to warn may reduce CE entitlement."
"'Employer's Representative' means the person appointed by the Employer to administer the Contract on its behalf.","neutral","administrative","false","ZW","bespoke","Standard ER definition."
"The Contractor shall give a Notice of Claim as soon as practicable and in any event within 14 days of the event or circumstance first arising.","medium","delay","false","ZW","FIDIC","28-day CE notification obligation; standard FIDIC time bar."
"It is hereby agreed that the Contractor shall employ a minimum of 70% local Zimbabwean labour in the execution of the Works.","medium","regulatory","false","ZW","bespoke","Local content labour requirement; common condition on government-funded Zimbabwe projects."
"AGREEMENT","neutral","administrative","false","ZW","bespoke","Contract heading."
"Notwithstanding any other provision, the Project Manager may give an instruction to stop or not start any work for safety or other urgent reason.","medium","variation","false","UK","NEC4","Stop work instruction with underlying CE entitlement for contractor."
"It is hereby agreed that the Contractor shall comply with all CDM 2015 requirements as Principal Contractor and shall bear the cost of such compliance unless expressly stated otherwise.","medium","regulatory","false","UK","JCT","CDM compliance is a statutory duty; cost allocation is standard practice."
"It is hereby agreed that disputes shall first be referred to a technical expert for determination within 30 days; expert determination shall be binding unless overturned by arbitration.","medium","dispute","false","ZW","bespoke","Expert determination as first-tier; efficient mechanism for technical disputes."
"Without limiting the generality of the foregoing, after the Taking-Over Certificate is issued, risk of loss or damage to the Works shall pass to the Employer.","low","indemnity","false","ZW","FIDIC","Risk transfer on taking-over; standard FIDIC risk allocation."
"In the absence of terminating the Sub-Contract Agreement, the Contractor may appoint third parties to, or may itself, effect repairs and remedial works to the Works, alternatively to accelerate the Works in order that the Sub-Contractor may ultimately comply with its obligations, in relation to the Sub-Contract, particularly with reference to completing the Works within the contractually permitted period for it to do so.","high","delay","true","ZW","bespoke","Clause creates significant risk for subcontractor; one-sided in favour of contractor/employer."
"'Completion Date' means the date stated in the Contract Particulars for completion of the Works, as adjusted by any extension of time granted under this Contract.","neutral","administrative","false","UK","JCT","Standard definition."
"Subject to the terms of this Contract, the Contractor shall not be entitled to any additional payment for compliance with any new law, regulation or standard enacted after the Contract Date.","high","regulatory","true","ZW","bespoke","Full post-contract regulatory risk on contractor; particularly dangerous in Zimbabwe's evolving regulatory environment."
"The parties agree that the Employer provides the Site and the means of access to and from the Site to the Contractor on time.","medium","site_conditions","false","UK","NEC4","Employer's access obligation; breach is a CE."
"Words importing the singular include the plural and vice versa; words importing any gender include all genders.","neutral","administrative","false","UK","JCT","Standard interpretation provision."
"Notwithstanding any other provision, the Project Manager may give an instruction to stop or not start any work for safety or other urgent reason.","medium","variation","false","UK","NEC4","Stop work instruction with underlying CE entitlement for contractor."
"Without limiting the generality of the foregoing, if the Project Manager does not reply to a communication from the Contractor within the period for reply, the Contractor may notify the Project Manager that the period has expired.","medium","delay","false","UK","NEC4","Inactivity CE mechanism; protects contractor from PM delay in responding."
"Subject to the terms of this Contract, the Defects Liability Period for roofing works shall be 5 years from Practical Completion.","medium","warranty","false","ZW","bespoke","Extended DLP for specialist trade; common on roofing and waterproofing."
"In accordance with industry practice, the Contractor's share of savings achieved below the Target Cost shall be calculated at 50% of the underspend.","opportunity","payment","false","UK","NEC4","50% gainshare on Option C target; significant upside for efficient contractor."
"COVID-19 and any variant thereof shall not constitute a force majeure event for the purposes of this Contract.","high","force_majeure","true","UK","JCT","Pandemic exclusion from force majeure; leaves contractor exposed to pandemic disruption costs."
"Subject to the terms of this Contract, the Contractor is to assess the compensation event using the Shorter Schedule of Cost Components where the work has not been done.","medium","variation","false","UK","NEC4","SSCC use for prospective CEs; requires forecast which introduces uncertainty."
"Without limiting the generality of the foregoing, the Employer's obligation to provide information on time is a condition precedent to the Contractor's obligation to maintain the programme; late information shall entitle the Contractor to an extension of time.","opportunity","delay","false","UK","JCT","Information provision as condition precedent; strong protection where employer delays drawings or instructions."
"It is hereby agreed that both Parties shall endeavour to avoid disputes by prompt and amicable resolution of issues.","low","dispute","false","ZW","FIDIC","Dispute avoidance obligation; aspirational and balanced."
"Notwithstanding any other provision, the Contractor shall be responsible for setting out the Works from the reference points provided and shall verify all dimensions before commencing construction.","low","administrative","false","ZW","bespoke","Contractor's setting-out responsibility; standard obligation."
"'Accepted Contract Amount' means the amount accepted in the Letter of Acceptance for the execution and completion of the Works and the remedying of any defects.","neutral","administrative","false","ZW","FIDIC","Standard FIDIC definition."
"Without limiting the generality of the foregoing, no interim payment shall be due to the Contractor until the Employer has received and verified the Contractor's application; the Employer shall have 60 days to make such verification.","high","payment","true","UK","JCT","Verification period far exceeds HGCRA requirements; effectively extends payment cycle to 75+ days."
"In accordance with industry practice, certificates issued under this Contract shall not be taken as evidence that the Works have been completed in accordance with the Contract.","low","administrative","false","ZW","bespoke","Standard certification disclaimer."
"SECTION 5: PROGRAMME AND COMPLETION","neutral","administrative","false","ZW","bespoke","Programme section heading."
"Notwithstanding any other provision, the seat of arbitration shall be Harare, Zimbabwe; the arbitrator shall have authority to grant interim relief.","low","dispute","false","ZW","bespoke","Harare-seated arbitration; appropriate for Zimbabwe construction disputes."
"1.5 In this Agreement: 1.5.1 Should there be any conflict between any provision in these Special Conditions of Contract and any provision in the General Conditions of Contract, the provisions of the Special Conditions of Contract shall prevail over the provisions of the General Conditions of Contract. For the avoidance of doubt, the order of precedence of the Contract Documents shall be in the same order as they are set out in clause 1.1. above and its sub-clauses. 1.5.2 Should the provisions of any Addendum or further Annexure or Appendix to this Agreement deviate from or be at variance with the provisions of these Special Conditions of Contract or the General Conditions of Contract, the wording in the Special Conditions of Contract or the General Conditions of Contract, as the case may be, shall prevail, unless the Addendum, Annexure, Appendix or order, which has to be agreed upon and signed for by both Parties to have effect, specifically mentions such deviation or variation and cites the relevant Special or General Condition that is amended by the Addendum, or additional Annexure, Appendix or order.","low","administrative","false","ZW","bespoke",""
"Without limiting the generality of the foregoing, the Contractor shall erect and maintain a Project Sign Board in accordance with the Employer's specifications within 7 days of Commencement.","low","administrative","false","ZW","bespoke","Signage obligation; administrative, low risk."
"It is hereby agreed that the Contractor shall register the project with the Zimbabwe Revenue Authority and comply with all ZIMRA withholding tax obligations.","low","regulatory","false","ZW","bespoke","Tax compliance obligation; standard for Zimbabwe construction projects."
"Without limiting the generality of the foregoing, the Employer's right to terminate shall not arise where the alleged breach is caused by the Employer's own act or omission.","opportunity","termination","false","UK","JCT","Employer's concurrent breach prevents termination; protects contractor where employer contributes to the breach."
"In this Contract, the following terms have the meanings given to them below unless the context otherwise requires.","neutral","administrative","false","UK","JCT","Standard definitions introduction."
"Without limiting the generality of the foregoing, the Contractor shall be entitled to a daywork rate premium of 35% on direct cost for all instructed dayworks, together with a percentage addition for profit and overhead.","opportunity","variation","false","ZW","bespoke","Above-market daywork premium; improves contractor's margin on time-and-materials work."
"For the avoidance of doubt, the Contractor's liability shall not be limited under any circumstances; any contractual cap on liability is expressly excluded.","high","indemnity","true","UK","JCT","Removal of any liability cap; contractor faces unlimited financial exposure."
"Notwithstanding any other provision, the Contractor shall repay all amounts received under interim certificates if the final account shows the total certified was overpaid, with interest at 8% above base rate.","high","payment","true","UK","JCT","Retroactive overpayment recovery with punitive interest; creates cash flow uncertainty throughout project."
"No payment shall be made for materials off-site unless the Contractor provides proof of insurance, vesting certificate and list of materials.","medium","payment","false","UK","JCT","Off-site materials payment conditions; reasonable certification requirements."
"The parties agree that the Contractor shall not carry out any blasting operations without prior written approval from SADC Explosives Board and notification to the Employer's Representative.","medium","regulatory","false","ZW","bespoke","Blasting approval requirement; safety-critical and regulatory."
"Subject to the terms of this Contract, the Contractor corrects notified Defects before the defect correction date.","low","warranty","false","UK","NEC4","Standard defect correction obligation; reasonable timeframe."
